YEAR,season,SITE,PLNT_DNS,FRND_DNS,DRY_WT,Dry_CAN_WT,Dry_WC_wt,Dry_SUB_wt,N_blade,C_blade,C_WT,N_WT,elapsed,g_bar_dry,g_barC,g_barN,dry_prod_per_day,C_prod_per_day,N_prod_per_day,f,p,d,c,b,l,dry_wt_lost_as_fronds,dry_wt_lost_as_plants,dry_wt_lost_as_dissolved,dry_wt_lost_as_cut_fronds,dry_wt_lost_as_blades,C_lost_as_fronds,C_lost_as_plants,C_lost_as_dissolved,C_lost_as_cut_fronds,C_lost_as_blades,N_lost_as_fronds,N_lost_as_plants,N_lost_as_dissolved,N_lost_as_cut_fronds,N_lost_as_blades,Mean_TEMP,mean_ambient_N,sfc_par,Subsfc_par,Bottom_par,dry_wt_stD,dry_can_wt_stD,dry_wc_wt_stD,dry_sub_wt_stD,c_blade_stD,n_blade_stD,C_wt_stD,N_wt_stD,plnt_dns_stD,frnd_dns_stD,g_bar_dry_stD,dry_prod_per_day_stD,g_barC_stD,C_prod_per_day_stD,g_barN_stD,N_prod_per_day_stD,f_stD,p_stD,d_stD,c_stD,b_stD,l_stD,dry_wt_lost_as_fronds_stD,dry_wt_lost_as_plants_stD,dry_wt_lost_as_dissolved_stD,dry_wt_lost_as_cut_fronds_stD,dry_wt_lost_as_blades_stD,C_lost_as_fronds_stD,C_lost_as_plants_stD,C_lost_as_dissolved_stD,C_lost_as_cut_fronds_stD,C_lost_as_blades_stD,N_lost_as_fronds_stD,N_lost_as_plants_stD,N_lost_as_dissolved_stD,N_lost_as_cut_fronds_stD,N_lost_as_blades_stD
2008,3-Summer,ABUR,0.039247312,1.275089606,0.087257287,0.014710467,0.023824125,0.048722695,1.504139785,32.30107527,0.026194878,0.001054538,93,0.012839955,0.014047146,0.009994138,0.001321186,0.000417931,1.23471E-05,0.00850942,0.001657534,0.002326787,0.000129646,0.008896884,0.02152027,0.000791858,0.000148785,0.000237493,1.16374E-05,0.00091559,0.000239037,0.000048931,7.03828E-05,3.83E-06,0.000271125,1.02867E-05,1.82E-06,3.41E-06,1.42E-07,1.31522E-05,16.29586574,0.702055658,693.5999679,163.6998627,22.67269504,0.008159763,0.001889231,0.002536166,0.004773914,1.157686499,0.123190993,0.002694133,0.000133909,0.001723766,0.09210071,0.002727178,0.000290509,0.00296322,9.45629E-05,0.003429498,4.54E-06,0.001210781,0.0011945,0.000114866,2.69953E-05,0.000331909,0.001751443,0.000138009,0.000107603,2.53344E-05,2.93E-06,9.19987E-05,4.21251E-05,0.000035466,6.93E-06,9.90E-07,2.90394E-05,1.91E-06,1.33E-06,4.79E-07,4.00E-08,1.81E-06
2008,4-Autumn,ABUR,0.038333333,1.120648148,0.095460817,0.030549651,0.030547298,0.034363868,2.0825,33.71783333,0.030513782,0.001614447,90,0.038280641,0.038827706,0.045309997,0.003374883,0.001082887,6.20724E-05,0.017135271,0.002970994,0.00200326,0.001058017,0.009164754,0.032332295,0.001552485,0.000276437,0.000173144,9.55678E-05,0.00081654,0.000494004,0.000088016,5.49388E-05,3.04755E-05,0.000259833,2.57529E-05,4.64E-06,2.69E-06,1.46E-06,1.29879E-05,15.26122752,1.052400042,558.4027604,117.4422852,15.34945871,0.010696863,0.004153617,0.003453094,0.003791298,1.286249638,0.192184478,0.003656395,0.000229266,0.001910589,0.091481708,0.003899411,0.000498267,0.004047362,0.000166262,0.004538867,0.000010655,0.00262042,0.001650566,0.000102351,0.000154479,0.000351379,0.003125742,0.000283137,0.000157231,2.02997E-05,1.79868E-05,9.11089E-05,9.20864E-05,5.03121E-05,6.12E-06,5.88E-06,3.08889E-05,5.33E-06,2.71E-06,3.88E-07,3.14E-07,1.82E-06
2009,1-Winter,ABUR,0.026006554,1.027855805,0.130644352,0.067387156,0.040036618,0.023220578,2.685393258,30.72898876,0.038061595,0.002708424,89,0.063223695,0.06193362,0.065565757,0.008754589,0.002528879,0.00018257,0.040288109,0.010616849,0.00247959,0,0.011798582,0.065183131,0.005529738,0.001495206,0.000327651,0,0.001560948,0.001624864,0.000436077,9.65934E-05,0,0.000461132,0.000112434,3.04913E-05,6.70E-06,0,3.18556E-05,13.03503628,3.113562333,494.6875052,91.74418306,9.242419741,0.017555166,0.011485742,0.004890468,0.002643675,1.17145828,0.233053077,0.005481481,0.00043985,0.001293961,0.089722794,0.007959116,0.001679083,0.007998492,0.000502344,0.008236197,3.93641E-05,0.00648737,0.003635093,0.000131073,0,0.00051824,0.007639869,0.001215194,0.000569633,0.00004624,0,0.000201313,0.000361719,0.000166758,1.30144E-05,0,0.000062894,0.00002726,1.20078E-05,1.10E-06,0,4.94E-06
2009,2-Spring,ABUR,0.011158192,0.29420904,0.025866592,0.009373688,0.008137082,0.008355822,2.947800848,33.41169492,0.008055393,0.000641169,118,0.032414789,0.033225729,0.033169161,0.001196235,0.000379987,3.25497E-05,0.027191952,0.008786777,0.002434649,0,0.010870845,0.049284222,0.001032821,0.000373438,8.52312E-05,0,0.000377731,0.000313515,0.000113558,2.57394E-05,0,0.00011421,2.66506E-05,9.85E-06,2.18E-06,0,9.69E-06,13.09405056,4.17741481,640.7181239,125.2802015,12.91613593,0.003076286,0.00136449,0.000940997,0.001021084,1.200828972,0.246112862,0.000988016,9.92962E-05,0.000467192,0.025622235,0.007075045,0.000330621,0.007137114,0.000102326,0.007294165,9.93E-06,0.005783084,0.003958968,0.000115188,0,0.000443949,0.006784727,0.00025493,0.000181771,1.10048E-05,0,4.62163E-05,0.000078454,5.54799E-05,3.18E-06,0,1.45751E-05,7.27E-06,5.18E-06,3.55E-07,0,1.52E-06
2009,3-Summer,ABUR,0.013530466,0.179099462,0.013556255,0.004009179,0.004328398,0.005218678,2.211505376,35.8333871,0.004482309,0.000238873,68,0.021765555,0.02357374,0.020359555,0.000353373,0.000119709,6.19E-06,0.012121417,0.002959521,0.002251037,0,0.0104805,0.027812475,0.000193056,5.04518E-05,0.000034121,0,0.000156972,6.18731E-05,1.59403E-05,1.09909E-05,0,5.06761E-05,3.67E-06,9.59E-07,6.25E-07,0,2.86E-06,15.12285068,1.016238378,633.4594003,132.9578603,25.17880968,0.001775788,0.000822418,0.000576562,0.000603338,1.33639873,0.187180638,0.000599512,3.70631E-05,0.000531752,0.015074009,0.004690447,8.72034E-05,0.004818037,2.82623E-05,0.005154035,1.77E-06,0.002731207,0.002852367,0.00012198,0,0.000469226,0.004040076,5.28881E-05,4.88724E-05,5.02E-06,0,2.18353E-05,1.69099E-05,1.54158E-05,1.55E-06,0,7.24E-06,1.07E-06,9.23E-07,1.09E-07,0,4.74E-07
2009,4-Autumn,ABUR,0.002291667,0.048958333,0.003620272,0.000720186,0.001308953,0.001591132,1.622833333,30.8625,0.001149701,4.85827E-05,90,0.034388279,0.030779227,0.028467285,0.000220031,6.87727E-05,2.80E-06,0.031127951,0.00741303,0.001870799,0,0.008658932,0.054351174,0.000245719,6.43443E-05,1.22497E-05,0,0.000060319,8.28309E-05,2.18821E-05,4.04E-06,0,2.00856E-05,3.60E-06,9.52E-07,1.76E-07,0,8.80E-07,16.12748769,0.723072494,587.3145337,132.3485345,26.29587272,0.000692007,0.000230448,0.000273791,0.000286449,1.128113972,0.133740471,0.00021263,1.02333E-05,0.00013482,0.006077341,0.008602991,6.87514E-05,0.008675324,2.28517E-05,0.009145157,1.05E-06,0.005352411,0.003153668,0.000123664,0,0.000372626,0.007740213,6.36372E-05,3.13956E-05,2.41E-06,0,9.91E-06,2.18786E-05,1.08551E-05,7.40E-07,0,3.30E-06,1.00E-06,4.88E-07,3.72E-08,0,1.63E-07
2010,1-Winter,ABUR,0,0,0,0,0,0,2.79752809,32.33185393,0,0,89,,,,0,0,0,0.0136766,0.011825299,0.001660664,,0.007190482,,,,,,,,,,,,,,,,,14.13598329,1.68797764,593.6981465,122.8362225,15.92872698,0,0,0,0,1.186481588,0.240368559,0,0,0,0,,0,,0,,0,0.002264583,0.003762716,0.000170653,,0.000600228,,,,,,,,,,,,,,,,
2010,2-Spring,ABUR,0.00109767,0.029592294,0.002070486,0.000407513,0.000591056,0.001071917,3.540430108,36.79112903,0.000738844,5.59264E-05,93,0,0,0,0,0,0,0.007518295,0.001656252,0.002116241,0,0.009186446,0.017390532,2.66723E-05,0,7.51E-06,0,2.87094E-05,9.91E-06,0,2.79E-06,0,1.06688E-05,8.22E-07,0,2.32E-07,0,8.85E-07,12.83188621,5.995879515,799.6676637,178.2233376,37.075027,0.000427476,0.000140158,0.000126185,0.000229804,1.293693755,0.311909719,0.000160689,1.47526E-05,9.44073E-05,0.004228384,0.008544479,8.13E-06,0.006524198,2.08E-06,0.002736517,4.97E-08,0.001331772,0.001301946,0.000207649,0,0.000597157,0.002592475,1.10641E-05,0,1.94E-06,0,6.64E-06,4.04E-06,0,7.28E-07,0,2.67E-06,3.62E-07,0,7.69E-08,0,2.74E-07
2010,3-Summer,ABUR,0.045810932,0.236335125,0.013534519,0.002604866,0.002669024,0.008260628,2.292365591,32.14247312,0.004652751,0.000292801,93,0.039009031,0.040128032,0.042985804,0.000399007,0.000139414,8.93E-06,0.009230305,0,0.002190108,0,0.006877615,0.018298028,8.72968E-05,0,1.88961E-05,0,6.80268E-05,2.81031E-05,0,6.02E-06,0,2.21993E-05,1.78E-06,0,3.81E-07,0,1.42E-06,13.95160741,2.133419424,806.6550102,176.7657033,33.88465719,0.001343318,0.00052754,0.000309473,0.000766586,1.130293887,0.199063056,0.000521831,4.41686E-05,0.001743256,0.0155562,0.003434524,4.71802E-05,0.003594981,1.80097E-05,0.004203085,1.47E-06,0.00154704,0,0.00011739,0,0.000312407,0.001588306,1.84434E-05,0,2.32E-06,0,8.32E-06,6.32E-06,0,7.12E-07,0,2.90E-06,4.08E-07,0,5.94E-08,0,2.19E-07
2010,4-Autumn,ABUR,0.034212963,0.417106482,0.028649705,0.006167121,0.006523212,0.015959372,2.853277778,31.889,0.008724509,0.000650794,90,0.025133165,0.022542112,0.025794865,0.00069998,0.000187897,1.56695E-05,0.013534183,0.000422448,0.002020227,0.000304107,0.008373265,0.02465423,0.000381579,1.00565E-05,0.000057122,9.53E-06,0.000237632,0.000114801,2.76E-06,1.72642E-05,2.68E-06,7.23582E-05,8.43E-06,2.38E-07,1.26E-06,2.05E-07,5.22E-06,14.4218855,2.225733223,592.5243731,108.3990466,12.77590781,0.002372927,0.001048537,0.00054373,0.001201338,1.085650176,0.237642263,0.000770106,7.97927E-05,0.001087543,0.021076279,0.002704464,9.86513E-05,0.002777832,2.87684E-05,0.003220931,2.78E-06,0.001969369,0.000438349,0.000102289,8.68557E-05,0.000344204,0.00208204,0.000063853,1.05904E-05,5.92E-06,2.73E-06,2.23449E-05,1.93721E-05,2.91E-06,1.66E-06,7.77E-07,7.23E-06,1.55E-06,2.50E-07,1.67E-07,6.39E-08,6.50E-07
2011,1-Winter,ABUR,0.017509363,0.223361423,0.014963424,0.002165311,0.004345183,0.008452931,2.396853933,27.65567416,0.003762947,0.000277676,89,0.024126059,0.024364324,0.02247461,0.000402399,9.97746E-05,6.92E-06,0.016175185,0.009047616,0.002260487,0,0.00837063,0.035853917,0.000270987,0.00011288,3.87913E-05,0,0.000144326,7.08098E-05,2.94781E-05,9.99E-06,0,3.71891E-05,5.52E-06,2.21E-06,7.65E-07,0,2.85E-06,12.99403704,3.626181706,611.4092939,109.6997426,10.01147644,0.00136568,0.000317134,0.000464212,0.000736223,0.926648014,0.19914303,0.000362106,3.36797E-05,0.000652277,0.014261447,0.004367293,7.19238E-05,0.004473605,1.92342E-05,0.004702945,1.66E-06,0.002583852,0.002915534,0.000111563,0,0.000309391,0.004026711,4.54096E-05,3.75542E-05,3.89E-06,0,1.31271E-05,0.000012148,9.84E-06,9.39E-07,0,3.61E-06,1.03E-06,7.60E-07,9.63E-08,0,3.47E-07
2011,2-Spring,ABUR,0.010483871,0.134565412,0.008573124,0.001241612,0.001830517,0.005500995,2.603064516,31.24215054,0.00250067,0.000172878,93,0.033204296,0.033452557,0.031991538,0.000274493,8.08608E-05,5.44E-06,0.014109399,0.006834329,0.002315384,0,0.007481687,0.030740798,0.000123007,6.50091E-05,0.000019126,0,6.13448E-05,3.51771E-05,1.78855E-05,5.54E-06,0,1.77502E-05,2.53E-06,1.30E-06,3.94E-07,0,1.27E-06,12.43707191,7.073202075,877.6670793,184.9255615,18.6393,0.001018159,0.000239287,0.00019311,0.000740097,1.177355826,0.233622361,0.000314352,2.61945E-05,0.000472155,0.011235087,0.004825784,0.00005128,0.00485229,1.49696E-05,0.005126912,1.17E-06,0.00324827,0.00278758,0.00011989,0,0.000314771,0.004181939,3.12959E-05,2.64928E-05,2.29E-06,0,6.88E-06,9.10E-06,7.38E-06,6.42E-07,0,2.09E-06,7.03E-07,5.54E-07,5.82E-08,0,1.79E-07
2011,3-Summer,ABUR,0.043481183,0.331451613,0.017398224,0.001639278,0.002807862,0.012951085,2.027849462,31.44430108,0.005046718,0.00026717,93,0.029742166,0.029318395,0.026144891,0.000450264,0.000130065,6.35E-06,0.004496241,0.006217436,0.002139057,0.00126871,0.006959876,0.021081321,6.47516E-05,8.83285E-05,3.13755E-05,0.000019738,0.000101357,1.91929E-05,2.65941E-05,9.29E-06,6.02E-06,3.00617E-05,1.08E-06,1.49E-06,5.17E-07,3.39E-07,1.67E-06,15.22575359,1.036725343,786.9279923,153.86177,14.80083112,0.001690174,0.000273499,0.000236694,0.001419835,1.179172506,0.17334579,0.00051525,0.000034784,0.002456509,0.023154101,0.003610496,6.66743E-05,0.003702828,2.02219E-05,0.003996215,1.25E-06,0.000697945,0.002713119,0.000128264,0.000208768,0.000282032,0.002831403,0.000011561,3.96311E-05,3.42E-06,4.69E-06,9.41E-06,3.54E-06,1.19761E-05,9.47E-07,1.47E-06,2.98E-06,2.14E-07,6.90E-07,6.91E-08,8.81E-08,2.03E-07
2011,4-Autumn,ABUR,0.058842593,0.726759259,0.047756751,0.007231235,0.010661321,0.029864195,2.527222222,31.53588889,0.01411432,0.000968729,90,0.02863064,0.029795254,0.033666408,0.001189715,0.000359406,2.57452E-05,0.008303235,0.001217002,0.002055347,0.000187818,0.007643798,0.0194072,0.000376078,5.40204E-05,8.57867E-05,6.88E-06,0.000326675,0.000111113,1.59192E-05,2.49202E-05,1.86E-06,9.53864E-05,7.62E-06,1.01E-06,1.64E-06,1.06E-07,6.36E-06,14.82724369,1.02740763,619.9777504,122.3060992,13.68979624,0.004458382,0.000951956,0.001002304,0.00294287,1.198849282,0.248890694,0.001449047,0.000137901,0.003223124,0.054385637,0.00250143,0.000155994,0.002593253,4.98727E-05,0.00323919,4.51E-06,0.001352174,0.000762922,0.00011586,3.84401E-05,0.000287428,0.00159327,7.33087E-05,3.68944E-05,9.24E-06,1.70E-06,3.21936E-05,2.27088E-05,1.09907E-05,2.49E-06,4.71E-07,0.000010059,1.78E-06,7.27E-07,2.40E-07,2.91E-08,8.87E-07
2012,1-Winter,ABUR,0.041412037,0.990439815,0.080975662,0.020441029,0.023943716,0.036590916,2.297944444,28.45872222,0.021809942,0.001541126,90,0.029724399,0.028648306,0.03061418,0.002203944,0.00059059,4.41653E-05,0.00796961,0.003869732,0.002299845,0,0.008742783,0.02288197,0.000577659,0.000287821,0.000172606,0,0.000657214,0.000158507,7.92526E-05,4.69988E-05,0,0.000179201,1.07624E-05,5.49E-06,3.21E-06,0,1.22858E-05,13.37771213,3.03142025,624.9291315,117.764636,10.983606,0.007450044,0.002356444,0.0023416,0.003537996,0.996502511,0.194046182,0.002170529,0.000197943,0.002042941,0.072831185,0.002985104,0.000305172,0.003062062,8.76681E-05,0.003640126,8.02E-06,0.001143652,0.001763071,0.000108546,0,0.000315053,0.002172355,9.79339E-05,0.000134285,1.73574E-05,0,6.20361E-05,2.73699E-05,3.64235E-05,4.39E-06,0,1.77776E-05,2.00E-06,2.53E-06,4.01E-07,0,1.48E-06
2012,2-Spring,ABUR,0.036693548,1.277038531,0.145505635,0.068288554,0.046585935,0.030631146,2.937526882,33.61645161,0.046062536,0.003334138,93,0.026205188,0.027324253,0.024891817,0.00347064,0.001133504,7.94782E-05,0.005871425,0.001802776,0.002923344,0,0.011543178,0.022140723,0.000762222,0.000230503,0.000393153,0,0.001537795,0.000242191,7.18454E-05,0.000125657,0,0.000492018,1.86412E-05,5.55E-06,9.55E-06,0,3.76847E-05,13.26684077,4.112276362,831.7159635,139.8077725,13.54192521,0.01642673,0.010180658,0.004897373,0.002970548,1.23953337,0.272298843,0.005670468,0.000487051,0.001426765,0.094957817,0.00259628,0.000551476,0.002820839,0.000193551,0.003392996,1.63457E-05,0.000900925,0.001167509,0.000147381,0,0.000522817,0.001538946,0.000147218,0.000165507,0.000047829,0,0.000174572,4.88384E-05,5.40192E-05,1.52785E-05,0,0.000061573,4.02E-06,4.18E-06,1.48E-06,0,5.61E-06
2012,3-Summer,ABUR,0.069310036,2.258288531,0.215283999,0.084986448,0.067824655,0.062472896,1.403709677,31.20564516,0.063313117,0.002333962,93,0.026818145,0.027750396,0.022737405,0.005322599,0.0015959,5.26831E-05,0.008753655,0,0.003390497,0.000291118,0.011086752,0.023522022,0.001814341,0,0.00068996,5.78479E-05,0.002249279,0.000533072,0,0.00020198,1.76279E-05,0.000659308,2.10226E-05,0,8.24E-06,6.25E-07,2.69183E-05,15.58730804,0.808590541,926.8329018,188.5544516,30.96606238,0.022437013,0.010898658,0.007127729,0.005753218,1.115993278,0.118289241,0.007011191,0.000319528,0.002151057,0.16396125,0.002705789,0.000727388,0.002913511,0.000225513,0.003488112,1.03684E-05,0.001390191,3.24083E-05,0.000177806,2.43375E-05,0.000467179,0.001474128,0.000356176,5.15E-06,8.11475E-05,8.33E-06,0.000246709,0.000106061,1.53E-06,2.23766E-05,2.71E-06,7.58016E-05,4.32E-06,5.58E-08,1.17E-06,1.16E-07,3.58E-06
2012,4-Autumn,ABUR,0.047731482,1.845694444,0.174062997,0.064349594,0.057980349,0.051733054,2.048333333,35.19255556,0.054937113,0.00289754,90,0.034634931,0.033994268,0.041089715,0.005785289,0.001817316,0.000108475,0.013954785,0.00567584,0.002257638,0.000384515,0.011066472,0.03333925,0.002441483,0.000778276,0.000378887,7.36074E-05,0.001805795,0.000772032,0.000271054,0.000121976,2.26945E-05,0.00058772,0.000039344,1.04012E-05,5.61E-06,8.05E-07,2.73949E-05,16.07705,0.801155028,596.0667523,146.9165689,25.18627607,0.014975948,0.006463796,0.005104427,0.004439986,1.267528375,0.177195943,0.005230733,0.000365022,0.001502963,0.120277059,0.00392488,0.00080085,0.0041058,0.000272521,0.004367278,1.77754E-05,0.002198772,0.002766625,0.00010248,3.32788E-05,0.000440324,0.003582389,0.000448258,0.000394232,3.67369E-05,1.04869E-05,0.000177219,0.000141359,0.000138225,1.13517E-05,3.41E-06,6.26049E-05,8.51E-06,5.47E-06,6.83E-07,1.45E-07,3.43E-06
2013,1-Winter,ABUR,0.054985955,2.519662921,0.25553308,0.103208576,0.073951408,0.078373096,2.829044944,32.24129214,0.080305812,0.005842097,89,0.028951501,0.030851881,0.031548183,0.006957847,0.002276215,0.000171884,0.010742597,0.000899356,0.002560666,0,0.010582349,0.024784967,0.002476443,0.000228689,0.000611758,0,0.002530494,0.000728892,7.38738E-05,0.000182605,0,0.000756164,0.000054172,5.70E-06,0.000013914,0,5.74369E-05,12.97020205,3.572197571,614.7252547,120.9031205,11.87698226,0.021305521,0.01109423,0.006054012,0.007140961,1.2985045,0.276392531,0.007908162,0.000782722,0.00187268,0.156460075,0.00268906,0.000839413,0.002936579,0.000325983,0.003688071,3.20192E-05,0.001754622,0.000951267,0.000128365,0,0.000446589,0.002066232,0.000438666,0.000241764,5.65903E-05,0,0.00021319,0.000132527,7.85362E-05,0.000015933,0,7.18935E-05,1.04249E-05,6.00E-06,1.85E-06,0,7.18E-06
2013,2-Spring,ABUR,0.043077957,3.10421147,0.33804745,0.164103008,0.104480558,0.069463884,1.881129032,32.99790323,0.1055184,0.005108929,93,0.020134121,0.019768273,0.022599756,0.006764355,0.002061559,0.000109088,0.005122154,0,0.003300462,0,0.011966499,0.020389115,0.001704747,0,0.001110122,0,0.00401078,0.000532671,0,0.000349028,0,0.001262529,0.000026485,0,1.77059E-05,0,6.47022E-05,14.25716769,2.649888194,893.6731333,165.9427871,18.521972,0.026118092,0.014993442,0.00792637,0.005575695,1.210495745,0.160779732,0.009164582,0.000623922,0.00143962,0.192973534,0.001978787,0.00083622,0.002209274,0.000279592,0.003037981,1.82391E-05,0.000871599,0,0.000158439,0,0.000542873,0.001043237,0.000312318,0,0.000100579,0,0.000345411,9.84491E-05,0,0.000028832,0,0.000116446,5.29E-06,0,2.20E-06,0,7.79E-06
2013,3-Summer,ABUR,0.057728495,3.483243728,0.311940407,0.123575301,0.094595865,0.093769241,1.499354839,33.47994624,0.098505163,0.003722569,93,0.019739027,0.019635406,0.012842319,0.006232505,0.001959886,5.64444E-05,0.007218084,0,0.002844029,0,0.011093928,0.021156041,0.002253881,0,0.000894801,0,0.003490454,0.000709928,0,0.000282663,0,0.0011025,2.73416E-05,0,1.17357E-05,0,4.55982E-05,15.51664684,0.909555966,773.2090302,197.834767,55.65263827,0.027548056,0.013092539,0.008292942,0.007824061,1.245415884,0.138055116,0.009461065,0.000477299,0.001753678,0.227738439,0.002141167,0.000850794,0.002316169,0.000284337,0.002979149,1.39166E-05,0.001122209,2.08201E-05,0.000133048,0,0.000443326,0.001242005,0.000401652,6.75E-06,0.000086878,0,0.000330284,0.000128736,2.25E-06,2.56765E-05,0,0.000110848,5.42E-06,4.92E-08,1.58E-06,0,6.07E-06
2013,4-Autumn,ABUR,0.062476852,2.752916667,0.233783803,0.071392458,0.076916854,0.08547449,1.108722222,31.48122222,0.069465323,0.002063455,90,0.018749459,0.017480852,0.020410776,0.004506502,0.00127931,4.18608E-05,0.006900524,0.001528157,0.002406549,0,0.010530849,0.021366079,0.001708794,0.000348853,0.000587108,0,0.00256,0.000521246,0.000102857,0.000177626,0,0.000773922,1.42176E-05,2.99E-06,4.99E-06,0,2.17657E-05,15.91406181,0.714402643,604.6246944,155.0807324,39.03390717,0.023025318,0.008238903,0.007999257,0.008169544,1.20284648,0.099949033,0.007406798,0.000276403,0.002145711,0.204107992,0.002607472,0.000763348,0.002725312,0.000236382,0.003230616,8.54E-06,0.00118975,0.001145999,0.000120703,0,0.000399882,0.001705201,0.000327068,0.000265395,6.06466E-05,0,0.000250863,0.000100064,7.95093E-05,1.69818E-05,0,8.01467E-05,2.96E-06,2.26E-06,6.54E-07,0,2.76E-06
2014,1-Winter,ABUR,0.035135768,1.33244382,0.125733685,0.049710201,0.040532391,0.035491093,2.07005618,35.98089888,0.042822192,0.001986603,89,0.040812553,0.0432042,0.047926703,0.00474764,0.001778012,8.81823E-05,0.038559143,0.022014635,0.002229778,0,0.010357424,0.07316098,0.003224374,0.001911684,0.000334588,0,0.001598361,0.001130849,0.000669288,0.000105573,0,0.000504571,5.24088E-05,3.08038E-05,4.57E-06,0,2.18895E-05,14.78686481,1.147773979,618.3204853,135.0310636,17.66056228,0.01709685,0.008385584,0.005546766,0.004147656,1.405401418,0.191415625,0.0065944,0.000376796,0.001275297,0.132863767,0.013672582,0.001402708,0.013667005,0.000510593,0.013833812,2.65913E-05,0.01223339,0.006095467,0.000134192,0,0.000436434,0.013589219,0.001067941,0.000603479,4.38614E-05,0,0.000200682,0.00038728,0.000213687,1.28395E-05,0,6.69873E-05,1.91928E-05,1.04371E-05,7.53E-07,0,3.60E-06
2014,2-Spring,ABUR,0.064852151,0.432437276,0.020477355,0.003312094,0.004987179,0.012178083,2.58844086,38.40462366,0.007375825,0.00037837,93,0.034498124,0.035093313,0.03213968,0.000595887,0.000215702,1.02217E-05,0.012294995,0.002841487,0.002078462,0,0.008337134,0.025552078,0.000189252,3.74261E-05,0.000035179,0,0.000142973,6.73341E-05,1.32631E-05,1.26329E-05,0,5.13719E-05,3.73E-06,9.20E-07,7.21E-07,0,2.90E-06,14.11422071,3.066539716,936.3083192,188.8680819,18.61505926,0.001671417,0.000420992,0.00049171,0.001081656,1.341093058,0.235197495,0.000671365,4.97564E-05,0.004132545,0.030715676,0.003848215,7.22023E-05,0.003906233,2.75768E-05,0.004491867,1.93E-06,0.002564863,0.002244891,0.000105026,0,0.000312865,0.00342964,3.88357E-05,3.08498E-05,3.43E-06,0,1.30134E-05,1.39367E-05,1.10258E-05,1.15E-06,0,5.02E-06,8.38E-07,7.98E-07,1.12E-07,0,4.26E-07
2014,3-Summer,ABUR,0.31422491,1.619825269,0.065482815,0.002029734,0.005396051,0.058057031,1.544193548,41.52962366,0.025748165,0.000769427,93,0.024848385,0.025769044,0.023045976,0.001326299,0.000529475,1.44771E-05,0.004730557,0.000749583,0.001539825,0.000105825,0.005747009,0.012872798,0.000276919,6.30583E-05,7.91909E-05,8.90E-06,0.000291558,0.000107355,2.46518E-05,3.06846E-05,3.48E-06,0.00011284,3.18E-06,6.49E-07,9.75E-07,9.16E-08,3.59E-06,17.47293351,0.595278271,871.7878094,162.6641804,19.88761243,0.005850837,0.000261545,0.000605443,0.00540508,1.638811967,0.137601414,0.002565985,0.000104493,0.01464632,0.115485097,0.001961589,0.000171914,0.002133346,7.25156E-05,0.002716163,2.69E-06,0.000742307,0.000560654,8.06974E-05,2.12054E-05,0.000254936,0.000990564,5.64056E-05,4.87266E-05,7.46E-06,2.12E-06,2.64298E-05,2.24358E-05,1.89944E-05,2.69E-06,8.40E-07,1.11058E-05,6.57E-07,5.05E-07,1.28E-07,2.43E-08,4.58E-07
2014,4-Autumn,ABUR,0.213240741,1.482708333,0.067232615,0.002404671,0.006253671,0.058574274,1.621111111,41.37938889,0.026073657,0.000836985,90,0.038486965,0.038722993,0.043417983,0.002524784,0.000988716,3.71154E-05,0.024931872,0.011249845,0.001367004,0.000409305,0.005058193,0.043016219,0.001642668,0.000719077,9.78115E-05,3.24323E-05,0.000358304,0.000640791,0.000282159,3.78195E-05,1.24902E-05,0.00013885,2.13081E-05,9.83E-06,1.12E-06,3.27E-07,4.20E-06,18.56952519,0.56150795,577.1418052,140.3055383,44.25436216,0.004945463,0.000250382,0.000564534,0.004509885,1.440844684,0.135749244,0.002102559,0.000093167,0.008355201,0.090213082,0.005262458,0.000397191,0.005312444,0.000161448,0.005593491,6.83E-06,0.003763048,0.003569739,6.30398E-05,6.50866E-05,0.000196491,0.005113104,0.000260263,0.000235676,8.30E-06,6.00E-06,2.80917E-05,0.000104224,9.23485E-05,2.94E-06,2.37E-06,1.16868E-05,3.97E-06,3.31E-06,1.26E-07,6.62E-08,4.50E-07
2015,1-Winter,ABUR,0.100842697,0.939513109,0.051147189,0.006259073,0.008666316,0.036221799,2.430898876,41.45859551,0.019672825,0.000919986,89,0.039830804,0.039721224,0.044022354,0.002106465,0.000819108,3.91427E-05,0.025239692,0.011658589,0.001459508,0,0.006567948,0.044925737,0.001302009,0.000603741,7.71692E-05,0,0.000355067,0.000509882,0.000237009,2.99631E-05,0,0.000137834,2.23724E-05,1.02441E-05,1.32E-06,0,5.98E-06,16.24434327,0.637852786,579.8257269,125.3818106,21.66650953,0.00393055,0.000882986,0.000798215,0.002763556,1.447906892,0.209648072,0.001649421,0.000104023,0.003952437,0.056030451,0.005415531,0.000302904,0.005478686,0.000121129,0.005897216,6.31E-06,0.003944345,0.003492197,7.27043E-05,0,0.000239558,0.005163834,0.000220217,0.000186067,6.87E-06,0,2.92469E-05,8.77181E-05,7.32567E-05,2.39E-06,0,1.22101E-05,4.11E-06,3.13E-06,1.57E-07,0,7.00E-07
